gene_ID,9239-ZC-0007_S1_control,9239-ZC-0008_S1_control,9239-ZC-0009_S1_control,9239-ZC-0010_S1_KCTie2,9239-ZC-0011_S1_KCTie2,9239-ZC-0012_S1_KCTie2
ENSMUSG00000021114,1666.12,1460.17,1527.52,1534.41,1678.83,1606.83
ENSMUSG00000021115,148.124,149.486,146.122,176.534,111.7,156.962
ENSMUSG00000021116,641.03,578.946,587.134,544.139,520.988,584.712
ENSMUSG00000021118,49.3745,49.5532,44.6484,45.5214,34.1768,40.8284
ENSMUSG00000021120,329.8,305.609,377.7,321.125,354.79,350.044
ENSMUSG00000021124,871.731,830.611,732.265,758.504,835.841,821.016
ENSMUSG00000021125,46.4264,44.8279,44.3453,103.07,136.114,83.5591
ENSMUSG00000021127,2714.57,2871.64,2762.8,2962.19,2588.26,2374.4
ENSMUSG00000021130,22.061,33.0354,10.8238,12.2131,10.8365,19.0532
ENSMUSG00000021131,196.712,203.646,188.955,154.725,167.359,164.2
ENSMUSG00000021133,3437.33,3219.27,3573.23,3381.94,3687.71,3534.8
ENSMUSG00000021134,3643.22,3575.83,3404.03,3527.57,3378.56,3442.27
ENSMUSG00000021135,50.4251,47.9014,69.002,38.8598,33.3432,45.3648
ENSMUSG00000021136,47.2735,8.25886,14.8828,24.4261,16.6716,19.9605
ENSMUSG00000021139,113.51,102.282,121.345,72.8407,90.2951,84.3684
ENSMUSG00000021140,1989.46,2137.38,2009.81,2226.38,2042.03,2061.38
ENSMUSG00000021143,1322.61,1419.7,1478.8,1596.57,1642.15,1462.55
ENSMUSG00000021144,618.756,760.64,752.258,676.16,739.386,691.36
ENSMUSG00000021147,733.844,817.466,739.813,699.65,706.5,790.989
ENSMUSG00000021149,645.02,703.655,806.377,592.86,522.655,739.447
ENSMUSG00000021156,2280.35,2330.4,2471.84,2293.02,2464.03,2343.96
ENSMUSG00000021171,1724.96,1498.16,1637.11,1650.99,1502.11,1621.33
ENSMUSG00000021175,70.1878,97.46,74.1362,90.3515,114.279,97.1805
ENSMUSG00000021177,138.669,165.177,151.534,133.233,180.887,178.737
ENSMUSG00000021178,1211.22,1207.45,1317.8,1086.96,1163.58,1197.63
ENSMUSG00000021179,447.522,456.715,491.132,459.655,446.799,481.775
ENSMUSG00000021180,171.235,137.923,135.298,195.595,114.201,143.353
ENSMUSG00000021182,791.852,736.692,667.018,766.028,785.218,661.399
ENSMUSG00000021185,3422.02,3270.45,3684.31,2560.59,2618.32,3189.68
ENSMUSG00000021186,1775.38,2184.47,1785.92,2045.12,1728.04,1989.7
ENSMUSG00000021187,172.286,186.65,277.361,67.727,79.2863,136.095
ENSMUSG00000021188,2499.23,2461.11,2592.33,2611.41,2699.98,2631.13
ENSMUSG00000021189,565.181,556.647,538.487,489.633,508.484,555.266
ENSMUSG00000021190,9343.37,8987.31,9358.63,15868.2,16661.2,12262.8
ENSMUSG00000021192,774.237,766.429,772.55,864.908,755.224,752.142
ENSMUSG00000021193,1271.12,1117.35,1187.65,1189.31,1232.74,1178.93
ENSMUSG00000021196,1120.92,1290.93,1207.13,1705.19,2166.6,1589.23
ENSMUSG00000021200,36.7683,45.4237,33.8245,45.5214,48.3477,22.6824
ENSMUSG00000021203,91.3954,111.495,115.003,143.226,107.532,102.525
ENSMUSG00000021207,15853.3,14110.4,15610.1,9989.92,11353.6,13687.2
ENSMUSG00000021209,93.4965,97.4546,105.532,97.7045,99.1961,111.598
ENSMUSG00000021211,54.1455,40.9991,54.5766,28.9247,36.1732,40.1531
ENSMUSG00000021213,116.039,137.392,141.606,114.301,86.3631,121.346
ENSMUSG00000021214,321.46,227.119,445.131,296.445,565.165,450.021
ENSMUSG00000021215,2275.07,2117.9,2362.81,2322.73,2725.17,2394.57
ENSMUSG00000021217,74.5871,82.5886,58.1782,114.359,98.3625,70.7692
ENSMUSG00000021218,7055.07,6160.9,7064.84,5438.61,5743.1,6357.09
ENSMUSG00000021219,245.822,327.051,296.303,315.319,405.954,261.301
ENSMUSG00000021221,90.3449,96.6286,87.9438,56.6242,85.0252,103.432
ENSMUSG00000021222,80.8902,128.838,87.9438,119.91,100.03,117.041
ENSMUSG00000021223,89.2944,117.276,89.2967,137.675,168.383,95.2662
ENSMUSG00000021224,1038.97,1057.13,1078.33,1092.52,1146.18,1110.53
ENSMUSG00000021226,1176.38,1043.66,1089,911.669,976.756,1010.05
ENSMUSG00000021228,589.488,479.766,424.808,483.001,619.973,477.491
ENSMUSG00000021234,88.2439,129.664,124.474,146.557,121.703,125.207
ENSMUSG00000021235,389.744,322.096,355.834,315.319,304.257,335.699
ENSMUSG00000021236,9397.38,8942.74,9657.53,6988.17,7974.16,9020.24
ENSMUSG00000021238,20111.2,17102.3,18846.8,12508.7,13781.9,16016.1
ENSMUSG00000021240,638.717,694.57,684.608,620.646,681.869,592.465
ENSMUSG00000021241,384.491,302.274,370.717,346.407,352.605,405.561
ENSMUSG00000021242,1461.26,1435.4,1576.21,1578.82,1680.52,1464.37
ENSMUSG00000021243,231.854,203.993,230.858,198.42,219.308,218.62
ENSMUSG00000021244,2049.57,2145.66,2143.12,2308.27,2100.6,2050.49
ENSMUSG00000021245,750.073,754.033,695.432,687.263,686.869,742.165
ENSMUSG00000021248,2402.65,2050.61,2341.72,2244,2293.35,2228.94
ENSMUSG00000021250,26.2631,38.8166,16.2358,21.0953,28.3417,21.7751
ENSMUSG00000021252,370.834,309.707,346.363,354.179,401.786,380.157
ENSMUSG00000021253,32.5662,55.3344,51.4133,64.3962,50.0148,56.2524
ENSMUSG00000021254,641.605,685,651.913,604.163,701.863,599.446
ENSMUSG00000021255,1209.14,977.854,1469.35,1509.97,1677.15,1371.82
ENSMUSG00000021256,33.6167,47.9014,35.1775,44.4112,47.5141,42.643
ENSMUSG00000021257,148.124,189.954,220.536,216.504,164.215,186.903
ENSMUSG00000021258,510.554,505.44,504.662,522.941,525.155,517.157
ENSMUSG00000021259,30.4651,48.7273,39.2364,76.6092,33.3432,19.9605
ENSMUSG00000021260,18.9094,8.25886,12.1768,42.1906,9.16938,22.6824
ENSMUSG00000021262,97.8182,163.18,109.103,165.568,162.057,130.736
ENSMUSG00000021263,944.304,935.254,1153.23,456.187,369.767,559.715
ENSMUSG00000021264,1819.51,1768.22,1938.82,1785.33,1772.19,1767.41
ENSMUSG00000021265,113.456,131.316,104.18,133.233,126.704,104.339
ENSMUSG00000021266,765.831,866.357,773.905,807.175,746.052,773.925
ENSMUSG00000021268,39.4851,45.6615,17.5853,37.1312,20.0059,22.6824
ENSMUSG00000021270,7130.86,6254.4,5765.02,4091.01,4020.12,6178.01
ENSMUSG00000021271,464.33,410.465,519.546,441.891,468.472,454.556
ENSMUSG00000021273,383.12,422.137,376.517,561.237,663.528,594.356
ENSMUSG00000021275,483.24,441.849,457.308,525.162,586.841,516.252
ENSMUSG00000021276,205.902,288.234,296.303,252.033,256.743,266.745
ENSMUSG00000021277,638.714,713.568,700.845,727.231,740.216,762.128
ENSMUSG00000021278,1840.53,1762.45,1945.58,1670.98,1908.07,1779.22
ENSMUSG00000021279,3967.58,4454.03,3920.72,4801.18,4408.01,4456.18
ENSMUSG00000021280,275.37,311.947,271.949,393.955,342.778,334.697
ENSMUSG00000021281,949.584,1493.24,875.381,1302.33,1247.2,1000.61
ENSMUSG00000021282,4840.66,4136.05,5039.87,3947.04,4977.15,4309.57
ENSMUSG00000021285,480.09,512.047,523.603,560.691,548.498,537.12
ENSMUSG00000021286,461.179,411.292,485.719,461.877,491.813,385.602
ENSMUSG00000021287,146.023,161.874,147.475,164.321,200.06,153.333
ENSMUSG00000021288,865.631,1007.58,814.495,999.251,1065.31,871.006
ENSMUSG00000021290,1180.8,939.036,1017.44,1081.41,1203.68,1150.46
ENSMUSG00000021294,251.075,257.676,243.537,244.261,210.062,214.122
ENSMUSG00000021302,708.053,607.026,587.194,638.321,606.788,655.011
ENSMUSG00000021303,33.6167,58.6379,48.7073,53.2934,42.5126,57.1597
ENSMUSG00000021306,4095.51,3413.72,4550.42,3303.27,3519.54,3885.97
ENSMUSG00000021311,1183.94,1251.22,1340.8,1239.07,1305.39,1360.94
ENSMUSG00000021313,143.922,144.53,165.064,105.476,114.201,94.3589
ENSMUSG00000021318,40.9704,75.9815,43.2954,78.8298,41.679,57.1597
ENSMUSG00000021319,35.7177,55.3344,10.8238,57.7345,15.0044,29.9408
ENSMUSG00000021322,1243.82,1246.26,1343.51,908.207,1029.47,996.212
ENSMUSG00000021326,466.432,444.327,465.426,478.53,464.305,424.615
ENSMUSG00000021327,2095.79,2023.37,2086.3,1849.61,1658.82,1878.11
ENSMUSG00000021335,8238.12,6353.63,8451.74,5588.11,5939.03,6820.13
ENSMUSG00000021336,292.045,241.985,343.657,272.018,266.746,252.229
ENSMUSG00000021338,1099.89,986.105,1037.73,1219.09,1055.31,1066.08
ENSMUSG00000021339,2745.64,2590.94,2937.96,2697.14,2961.73,3112.45
ENSMUSG00000021340,135.92,155.139,152.262,115.185,86.6414,123.019
ENSMUSG00000021357,588.293,692.92,618.312,627.305,716.042,626.944
ENSMUSG00000021359,182.43,169.529,197.523,214.731,173.148,170.827
ENSMUSG00000021360,1845.16,1659.24,1856.52,1346.84,1497.76,1456.91
ENSMUSG00000021361,933.914,794.502,1001.21,892.664,920.273,915.463
ENSMUSG00000021364,563.081,554.168,543.898,929.298,1259.52,1030.68
ENSMUSG00000021365,1769.07,1545.25,1603.29,1558.84,1798.01,1521.52
ENSMUSG00000021366,1598.89,1661.68,1597.87,1933,1795.53,1687.57
ENSMUSG00000021367,18.9094,39.6425,46.0014,28.8672,33.3432,33.57
ENSMUSG00000021368,158.629,189.128,194.829,194.299,160.881,127.929
ENSMUSG00000021371,4640.17,3854.4,4540.6,3651.72,3877.84,4147.27
ENSMUSG00000021374,1356.22,1323.9,1228.51,1376.75,1352.9,1304.69
ENSMUSG00000021375,886.64,886.176,914.616,1007.02,839.414,937.239
ENSMUSG00000021376,1307.9,1297.47,1581.63,1041.44,1182.85,1293.8
ENSMUSG00000021377,709.453,700.294,700.722,655.517,741.02,731.853
ENSMUSG00000021379,535.766,657.405,596.665,495.184,468.472,583.392
ENSMUSG00000021384,924.456,559.124,832.084,747.219,751.891,827.456
ENSMUSG00000021385,272.718,281.193,294.946,254.152,333.31,274.004
ENSMUSG00000021388,31.5157,21.473,23.0007,37.7495,41.679,19.0532
ENSMUSG00000021390,389.744,436.068,365.305,368.613,243.405,376.528
ENSMUSG00000021392,460.13,504.617,507.367,450.774,405.953,435.503
ENSMUSG00000021395,2102.08,2093.56,2136.39,2029.6,2174.82,2064.06
ENSMUSG00000021400,514.206,506.268,519.544,558.638,586.034,524.271
ENSMUSG00000021408,961.884,926.62,968.649,1094.92,1046.02,1013.28
ENSMUSG00000021411,85.0923,89.1957,66.296,118.8,81.6909,75.3057
ENSMUSG00000021413,2297.49,2172.07,2266.25,2025.16,2004.75,2321.78
ENSMUSG00000021414,128.164,99.9323,123.121,115.469,97.529,120.67
ENSMUSG00000021416,3292.29,2914.52,3666.58,1841.1,2054.47,2959.37
ENSMUSG00000021417,1912.28,1580.15,1801.64,1216.01,1228.53,1487.55
ENSMUSG00000021418,119.76,144.53,184.005,88.8223,95.8618,132.465
ENSMUSG00000021420,948.619,868.005,964.675,852.695,920.273,980.785
ENSMUSG00000021423,28.3641,43.772,37.8835,62.1756,59.1842,48.0867
ENSMUSG00000021427,2303.81,2159.69,2417.78,1995.17,2068.12,2272.78
ENSMUSG00000021428,290.995,274.194,261.125,287.562,293.42,278.54
ENSMUSG00000021431,619.808,640.062,598.018,586.227,576.004,579.763
ENSMUSG00000021432,245.342,270.891,351.775,299.59,284.86,300.981
ENSMUSG00000021451,2555.89,2868.27,2894.07,2542.54,2719.95,2693.7
ENSMUSG00000021453,417.057,865.531,353.128,636.188,391.782,654.16
ENSMUSG00000021456,215.357,194.909,219.183,186.527,285.084,156.055
ENSMUSG00000021457,81.9407,137.097,59.5312,165.432,127.538,130.651
ENSMUSG00000021458,1581.7,1564.64,1476.11,1581.95,1538.95,1450.08
ENSMUSG00000021460,1160.82,1214.88,1271.8,1071.42,1218.69,1210.33
ENSMUSG00000021461,423.674,359.08,372.908,360.742,464.365,390.604
ENSMUSG00000021464,104.002,85.0662,81.1789,112.138,130.039,87.1006
ENSMUSG00000021466,1561.07,1587.35,1524.82,1605.46,1444.61,1580.51
ENSMUSG00000021468,1082.04,938.207,1059.38,871.569,870.258,944.496
ENSMUSG00000021470,682.84,678.052,692.726,689.483,743.554,719.487
ENSMUSG00000021474,4815.59,4158.34,4374.19,3587.31,3745.28,4445.76
ENSMUSG00000021476,1491.74,1530.38,1723.71,1585.49,1674.64,1554.22
ENSMUSG00000021477,5908,5106.87,5982.73,5296.84,6097.29,5511
ENSMUSG00000021481,307.803,318.792,328.774,316.429,306.758,255.858
ENSMUSG00000021482,1445.69,1409.02,1500.25,1307.91,1331.56,1398.15
ENSMUSG00000021483,79.8397,106.539,89.2968,81.0503,93.361,106.154
ENSMUSG00000021484,4264.08,3930.38,4353.88,4010.33,4029.53,4375.91
ENSMUSG00000021485,21.0372,16.5177,17.5888,16.6832,30.0089,21.7885
ENSMUSG00000021486,3155.21,3000.22,3488.09,3204.68,3286.89,3399.84
ENSMUSG00000021488,6960.53,7051.74,6952.73,6672.66,6815.62,7117.47
ENSMUSG00000021490,109315,103856,113719,87700.6,97004.4,95970.2
ENSMUSG00000021493,181.74,221.337,159.652,230.938,235.903,172.386
ENSMUSG00000021494,657.628,645.843,623.724,647.293,691.038,698.619
ENSMUSG00000021495,1706.05,1994.53,1907.7,1939.65,1825.55,1712.07
ENSMUSG00000021496,215.357,195.735,182.652,192.078,203.393,196.884
ENSMUSG00000021497,738.517,720.172,829.378,756.099,751.055,817.476
ENSMUSG00000021500,1624.11,1836.77,1826.52,1740.92,1916.39,1840.92
ENSMUSG00000021501,391.845,374.128,458.661,434.119,370.11,376.529
ENSMUSG00000021504,202.751,208.124,258.42,223.166,223.399,217.752
ENSMUSG00000021508,309.904,464.973,401.836,334.195,230.068,271.281
ENSMUSG00000021509,992.743,945.64,1071.56,811.614,677.701,795.7
ENSMUSG00000021510,549.362,581.208,527.861,442.472,493.632,502.529
ENSMUSG00000021514,869.832,892.783,853.731,802.732,753.557,874.634
ENSMUSG00000021518,1065.23,1058.78,1036.38,1076.62,1112.84,1096.02
ENSMUSG00000021519,452.775,473.233,382.894,396.726,387.615,451.834
ENSMUSG00000021520,1606.63,1396.78,1494.47,1397.87,1549.74,1581.64
ENSMUSG00000021532,230.065,223.815,238.125,219.835,272.581,256.765
ENSMUSG00000021537,380.289,333.622,293.547,376.384,321.736,366.548
ENSMUSG00000021540,1878.35,1769.87,1757.53,1715.39,1798.85,1780.12
ENSMUSG00000021546,2865,2977.58,3009.48,2753.43,2897.16,2950.69
ENSMUSG00000021548,290.995,321.27,340.951,300.886,325.096,345.68
ENSMUSG00000021549,741.669,738.343,730.61,680.601,772.728,760.315
ENSMUSG00000021550,763.73,726.78,813.142,808.283,711.044,749.427
ENSMUSG00000021552,417.59,368.913,500.439,458.156,492.769,377.882
ENSMUSG00000021555,614.622,648.416,526.913,622.861,658.712,606.445
ENSMUSG00000021556,179.572,211.332,198.285,363.065,520.805,250.951
ENSMUSG00000021557,965.43,1010.89,913.262,1207.98,1006.13,1147.73
ENSMUSG00000021559,1777.48,2353.81,1829.23,2034.03,2235.66,2103.11
ENSMUSG00000021565,7074.08,6081.93,8427.72,6828.6,8314.11,6453.62
ENSMUSG00000021566,16.8084,36.339,32.4715,11.1028,18.3388,21.7751
ENSMUSG00000021567,52.5261,38.8166,70.355,48.8523,34.1768,48.0868
ENSMUSG00000021572,115.557,106.539,123.121,132.123,126.704,97.9881
ENSMUSG00000021573,159.679,112.321,109.591,143.226,89.1931,92.5443
ENSMUSG00000021575,24.162,51.2049,4.05894,43.3009,2.50074,36.2919
ENSMUSG00000021576,813.106,754.037,878.087,726.123,760.225,768.48
ENSMUSG00000021577,13950.6,12452,13364.7,11742.3,12843.4,12580.3
ENSMUSG00000021578,949.67,897.741,876.108,872.007,858.279,956.094
ENSMUSG00000021583,995.722,973.474,943.292,1041.91,1132.37,974.882
ENSMUSG00000021585,1154.52,1255.6,1123.13,1160.79,1146.65,1209.39
ENSMUSG00000021589,149.174,168.481,116.356,141.005,110.866,129.744
ENSMUSG00000021591,651.322,589.681,627.782,577.346,611.846,732.191
ENSMUSG00000021592,490.594,429.461,489.779,369.723,390.949,417.357
ENSMUSG00000021594,387.287,432.224,545.339,325.507,398.206,331.335
ENSMUSG00000021595,1262.36,1176.53,1280.93,1161.82,1106.41,1184.58
ENSMUSG00000021596,13.6568,15.6918,17.5888,18.8747,31.6761,29.0335
ENSMUSG00000021597,215.357,196.561,236.772,226.497,213.397,213.215
ENSMUSG00000021598,283.641,303.926,267.89,310.878,285.918,304.852
ENSMUSG00000021606,863.531,900.115,952.232,950.4,959.315,983.02
ENSMUSG00000021607,411.805,419.552,403.189,414.134,415.957,437.318
ENSMUSG00000021608,151.275,227.119,177.24,205.402,200.893,188.718
ENSMUSG00000021610,1832.12,1744.29,1803.52,1487.77,1756.36,1654.92
ENSMUSG00000021611,80.8902,108.191,69.002,104.366,70.0208,108.876
ENSMUSG00000021612,12751.1,11794.3,12489.8,11298.3,13122.6,14975.9
ENSMUSG00000021614,231.115,299.797,85.2378,425.237,91.6938,266.745
ENSMUSG00000021615,171.235,164.351,117.709,164.321,157.547,191.44
ENSMUSG00000021619,143.921,132.142,162.358,132.123,144.209,141.538
ENSMUSG00000021620,3094.13,2957.88,3380.42,1952.31,1899.13,2521.71
ENSMUSG00000021621,237.418,269.239,292.244,224.276,260.077,284.892
ENSMUSG00000021624,51.579,56.1603,35.38,48.9964,55.0163,40.8821
ENSMUSG00000021629,1745.97,1429.61,1656.04,1336.77,1318.72,1525.17
ENSMUSG00000021631,9.3752,30.8441,18.2642,26.8735,28.1489,16.5533
ENSMUSG00000021635,342.47,324.573,319.303,314.209,287.585,342.958
ENSMUSG00000021636,326.712,386.515,365.305,355.289,423.459,364.733
ENSMUSG00000021638,611.404,620.242,644.018,599.549,702.709,580.67
ENSMUSG00000021639,329.864,346.046,374.776,278.68,279.249,330.256
ENSMUSG00000021643,50.4251,51.2049,71.708,63.2859,35.8439,51.7159
ENSMUSG00000021645,179.639,163.525,202.947,168.762,207.562,163.314
ENSMUSG00000021646,1422.4,1269.39,1408.46,1272.38,1420.42,1350.06
ENSMUSG00000021650,464.331,389.818,426.189,464.097,418.457,479.053
ENSMUSG00000021660,1087.95,1058.5,1113.26,1000.03,1062.95,1173.15
ENSMUSG00000021661,229.014,235.378,227.301,203.181,247.573,237.712
ENSMUSG00000021662,3084.36,2930.21,3440.6,3364.17,3642.86,2917.88
ENSMUSG00000021665,3138.08,2731.36,3267.45,2195.76,2373.58,2563.41
ENSMUSG00000021666,1600.83,1475.72,1756.18,1376,1383.35,1519.44
ENSMUSG00000021668,404.451,351.827,353.128,388.598,308.425,397.396
ENSMUSG00000021669,2382.65,2193.11,2436.31,1982.04,2070.91,2139.03
ENSMUSG00000021670,1369.88,1387.49,1879.29,1517.75,1984.76,3345.26
ENSMUSG00000021671,327.553,335.089,284.533,371.976,342.31,341.144
ENSMUSG00000021675,32.5662,28.906,41.9424,26.6467,34.1768,33.57
ENSMUSG00000021676,2109.43,2162.17,2034.88,2312.7,2599.1,2112.19
ENSMUSG00000021678,560.979,541.781,579.076,730.563,786.9,655.068
ENSMUSG00000021681,799.451,783.759,802.318,828.269,727.713,806.582
ENSMUSG00000021684,249.084,338.628,303.199,392.578,349.815,333.669
ENSMUSG00000021686,1614.66,1593.12,1787.29,1564.38,1552.95,1491.58
ENSMUSG00000021687,1007.44,1060.44,911.91,1009.24,977.793,1071.51
ENSMUSG00000021690,2223.97,1898.72,2229.72,1956.32,2002.27,2037.8
ENSMUSG00000021692,74.4133,73.3178,48.3595,40.9288,49.8,52.5556
ENSMUSG00000021693,449.969,421.903,411.654,510.866,425.752,451.902
ENSMUSG00000021694,100.85,113.146,131.239,138.785,151.712,127.022
ENSMUSG00000021696,2133.6,2001.94,2143.13,1988.5,2161.48,2200.17
ENSMUSG00000021697,373.986,481.491,478.955,398.59,566,467.258
ENSMUSG00000021699,1348.87,1086.86,1300.21,1163.57,1213.69,1180.39
ENSMUSG00000021701,256.327,260.154,293.597,225.387,224.233,198.698
ENSMUSG00000021703,555.726,524.437,560.134,565.132,634.355,518.067
ENSMUSG00000021704,652.374,624.37,787.435,584.006,626.852,693.175
ENSMUSG00000021706,1232.27,1158.72,1075.62,1025.9,1236.2,1190.37
ENSMUSG00000021707,1160.78,1056.35,1285.29,793.371,861.182,1046.06
ENSMUSG00000021708,201.7,139.575,147.475,183.196,155.046,176.923
ENSMUSG00000021709,6411.36,5952.14,6204.69,5783.49,6384.54,6458.94
ENSMUSG00000021710,746.924,740.819,806.376,612.872,652.696,707.692
ENSMUSG00000021711,862.233,858.206,915.149,813.753,801.338,906.638
ENSMUSG00000021712,508.451,479.841,485.721,420.795,465.971,444.574
ENSMUSG00000021713,175.437,236.203,253.008,185.417,266.746,272.189
ENSMUSG00000021715,151.26,182.521,139.357,157.659,143.376,142.446
ENSMUSG00000021716,386.608,393.948,359.892,347.519,421.791,382.879
ENSMUSG00000021719,44.1219,27.2542,27.0596,23.3159,29.1753,37.1992
ENSMUSG00000021720,36.7683,39.6425,62.2371,45.5214,51.682,33.57
ENSMUSG00000021725,619.808,812.67,676.492,650.624,641.857,694.989
ENSMUSG00000021728,594.454,561.164,455.814,526.781,631.301,587.382
ENSMUSG00000021731,535.224,501.313,472.545,489.525,527.354,551.015
ENSMUSG00000021733,403.4,469.93,373.423,593.999,472.64,528.047
ENSMUSG00000021737,1079.93,944.817,1200.1,913.76,964.449,1015.26
ENSMUSG00000021738,1391.95,1506.41,1420.63,1499.99,1483.77,1469.82
ENSMUSG00000021741,111.339,131.675,140.011,148.453,146.537,139.118
ENSMUSG00000021747,38.8693,33.8613,46.0013,37.7495,24.1738,21.7751
ENSMUSG00000021748,1815.74,1544.88,1496.98,1641.84,1715.76,1696.57
ENSMUSG00000021749,22.061,30.5578,9.47087,21.0953,2.50074,10.8876
ENSMUSG00000021750,2249.18,2353.77,2558.48,2482.56,2847.52,2922.37
ENSMUSG00000021751,2227.1,2367.81,2720.85,1655.42,1795.54,2300.88
ENSMUSG00000021752,296.247,303.1,368.01,339.745,361.774,296.686
ENSMUSG00000021754,2106.3,2431.42,2158.01,3157.63,3238.46,2505.05
ENSMUSG00000021756,7122.53,6676.38,6871.77,6758.3,6266.89,6923.5
ENSMUSG00000021759,639.294,653.915,603.72,643.376,612.071,595.776
ENSMUSG00000021760,156.528,131.316,104.18,144.336,108.365,105.247
ENSMUSG00000021763,1439.21,1397.4,1884.7,1125.83,1305.38,1304.69
ENSMUSG00000021764,1056.83,858.098,967.38,953.729,1055.31,1012.54
ENSMUSG00000021765,65.1324,85.8921,115.003,205.402,238.404,166.035
ENSMUSG00000021767,1362.53,1417.22,1420.63,1528.86,1426.26,1443.51
ENSMUSG00000021770,2348.96,2248.07,2691.08,2133.95,2389.87,2420.67
ENSMUSG00000021771,2596.97,2446.87,2453.15,2435.61,2812.3,2531.29
ENSMUSG00000021772,418.353,386.474,441.439,347.733,374.129,375.674
ENSMUSG00000021773,155.265,153.666,137.715,214.914,179.394,187.361
ENSMUSG00000021774,673.139,715.229,814.128,559.365,583.645,721.248
ENSMUSG00000021775,3171.52,2006.9,3140.29,2764.57,2384.05,2419.74
ENSMUSG00000021779,1444.48,1391.62,1496.4,1153.58,1165.35,1530.61
ENSMUSG00000021782,1763.81,1755.83,1714.22,1915.21,1774.71,1756.54
ENSMUSG00000021785,1218.61,1035.66,1196.04,961.498,1083.66,1075.15
ENSMUSG00000021786,943.366,909.305,937.615,685.039,879.429,969.892
ENSMUSG00000021792,2440.36,1991.21,2205.37,1714.27,1708,1970.65
ENSMUSG00000021794,8071.82,7073.98,7579.08,6345.19,6852.4,7245.72
